atccode,drug_name,target_name,action
C05AA10,Fluocinolone acetonide,Annexin A4,inducer
C05AA10,Fluocinolone acetonide,Annexin A5,agonist
C05AA10,Fluocinolone acetonide,Annexin A5,inducer
P02CB01,Piperazine,Gamma-aminobutyric acid receptor subunit beta-3,agonist
N03AD01,Ethosuximide,Voltage-dependent T-type calcium channel subunit alpha-1G,inhibitor
C03DB01,Amiloride,Amiloride-sensitive sodium channel subunit alpha,inhibitor
C03DB01,Amiloride,Amiloride-sensitive sodium channel subunit beta,inhibitor
C03DB01,Amiloride,Amiloride-sensitive sodium channel subunit gamma,inhibitor
C03DB01,Amiloride,Amiloride-sensitive sodium channel subunit delta,inhibitor
C03DB01,Amiloride,Amiloride-sensitive amine oxidase [copper-containing],inhibitor
C03DB01,Amiloride,Acid-sensing ion channel 2,inhibitor
C03DB01,Amiloride,Acid-sensing ion channel 1,inhibitor
C03DB01,Amiloride,Sodium/hydrogen exchanger 1,inhibitor
C03DB01,Amiloride,Urokinase-type plasminogen activator,inhibitor
D06AA03,Oxytetracycline,30S ribosomal protein S9,inhibitor
D06AA03,Oxytetracycline,30S ribosomal protein S4,inhibitor
D06AA03,Oxytetracycline,16S ribosomal RNA,inhibitor
D07AC21,Ulobetasol,Glucocorticoid receptor,agonist
C07AG01,Labetalol,Beta-1 adrenergic receptor,antagonist
C07AG01,Labetalol,Beta-2 adrenergic receptor,antagonist
C07AG01,Labetalol,Alpha-1 adrenergic receptors,antagonist
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-1,potentiator
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-1,antagonist
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-1,inhibitor
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-2,potentiator
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-2,antagonist
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-2,inhibitor
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-3,potentiator
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-3,antagonist
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-3,inhibitor
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-4,potentiator
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-4,antagonist
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-4,inhibitor
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-5,potentiator
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-5,antagonist
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-5,inhibitor
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-6,potentiator
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-6,antagonist
N01AF03,Thiopental,Gamma-aminobutyric acid receptor subunit alpha-6,inhibitor
N01AF03,Thiopental,Neuronal acetylcholine receptor subunit alpha-4,potentiator
N01AF03,Thiopental,Neuronal acetylcholine receptor subunit alpha-4,antagonist
N01AF03,Thiopental,Neuronal acetylcholine receptor subunit alpha-4,inhibitor
N01AF03,Thiopental,Neuronal acetylcholine receptor subunit alpha-7,potentiator
N01AF03,Thiopental,Neuronal acetylcholine receptor subunit alpha-7,antagonist
N01AF03,Thiopental,Neuronal acetylcholine receptor subunit alpha-7,inhibitor
N01AF03,Thiopental,Glutamate receptor 2,potentiator
N01AF03,Thiopental,Glutamate receptor 2,antagonist
N01AF03,Thiopental,Glutamate receptor 2,inhibitor
N01AF03,Thiopental,"Glutamate receptor ionotropic, kainate 2",potentiator
N01AF03,Thiopental,"Glutamate receptor ionotropic, kainate 2",antagonist
N01AF03,Thiopental,"Glutamate receptor ionotropic, kainate 2",inhibitor
N01AF03,Thiopental,Fatty-acid amide hydrolase 1,potentiator
N01AF03,Thiopental,Fatty-acid amide hydrolase 1,antagonist
N01AF03,Thiopental,Fatty-acid amide hydrolase 1,inhibitor
N01AF03,Thiopental,Muscarinic acetylcholine receptor M3,potentiator
N01AF03,Thiopental,Muscarinic acetylcholine receptor M3,antagonist
N01AF03,Thiopental,Muscarinic acetylcholine receptor M3,inhibitor
D11AX13,Monobenzone,Tyrosinase,inhibitor
J01XX08,Linezolid,23S ribosomal RNA,inhibitor
A03FA02,Cisapride,5-hydroxytryptamine receptor 4,agonist
A03FA02,Cisapride,5-hydroxytryptamine receptor 4,inhibitor
A03FA02,Cisapride,5-hydroxytryptamine receptor 3A,agonist
A03FA02,Cisapride,5-hydroxytryptamine receptor 3A,inhibitor
A03FA02,Cisapride,5-hydroxytryptamine receptor 2A,agonist
A03FA02,Cisapride,5-hydroxytryptamine receptor 2A,inhibitor
A03FA02,Cisapride,Potassium voltage-gated channel subfamily H member 2,agonist
A03FA02,Cisapride,Potassium voltage-gated channel subfamily H member 2,inhibitor
M01AB02,Sulindac,Prostaglandin G/H synthase 2,inhibitor
M01AB02,Sulindac,Prostaglandin G/H synthase 2,negative modulator
M01AB02,Sulindac,Prostaglandin G/H synthase 2,antagonist
M01AB02,Sulindac,Prostaglandin G/H synthase 1,inhibitor
M01AB02,Sulindac,Prostaglandin G/H synthase 1,negative modulator
M01AB02,Sulindac,Prostaglandin G/H synthase 1,antagonist
M01AB02,Sulindac,Aldose reductase,inhibitor
M01AB02,Sulindac,Aldose reductase,negative modulator
M01AB02,Sulindac,Aldose reductase,antagonist
M01AB02,Sulindac,Mitogen-activated protein kinase 3,inhibitor
M01AB02,Sulindac,Mitogen-activated protein kinase 3,negative modulator
M01AB02,Sulindac,Mitogen-activated protein kinase 3,antagonist
M01AB02,Sulindac,Peroxisome proliferator-activated receptor delta,inhibitor
M01AB02,Sulindac,Peroxisome proliferator-activated receptor delta,negative modulator
M01AB02,Sulindac,Peroxisome proliferator-activated receptor delta,antagonist
M01AB02,Sulindac,Prostaglandin D2 receptor 2,inhibitor
M01AB02,Sulindac,Prostaglandin D2 receptor 2,negative modulator
M01AB02,Sulindac,Prostaglandin D2 receptor 2,antagonist
M01AB02,Sulindac,Aldo-keto reductase family 1 member B10,inhibitor
M01AB02,Sulindac,Aldo-keto reductase family 1 member B10,negative modulator
M01AB02,Sulindac,Aldo-keto reductase family 1 member B10,antagonist
C03AA09,Cyclothiazide,Sodium/potassium-transporting ATPase subunit gamma,inhibitor
C03AA09,Cyclothiazide,Carbonic anhydrase 1,inhibitor
C03AA09,Cyclothiazide,Carbonic anhydrase 2,inhibitor
C03AA09,Cyclothiazide,Secreted frizzled-related protein 4,inhibitor
C03AA09,Cyclothiazide,Carbonic anhydrase,inhibitor
J01CF06,Nafcillin,Penicillin-binding protein 1b,inhibitor
J01CF06,Nafcillin,Penicillin-binding protein 2B,inhibitor
